geo,nuts_label,nuts_level,year,GVA_GHI,GVA_total,GVA_GHI_pct,GVA_GHI_pct_diff
EL531,Grevena,3,2000,38.42658,278.780313,13.783821241351433,
EL531,Kozani,3,2000,246.776682,1697.979465,14.533549261739749,
EL531,Grevena,3,2001,41.243482,293.075738,14.072636063787716,7.330608136347286
EL531,Kozani,3,2001,248.645282,1809.922052,13.737900023111052,0.7572028219424779
EL531,Grevena,3,2002,35.251885,269.239233,13.093145678364044,-14.527379138356938
EL531,Kozani,3,2002,264.930709,1929.280447,13.732099416233806,6.549662583181437
EL531,Grevena,3,2003,41.945646,266.801108,15.721691080833144,18.988377500947827
EL531,Kozani,3,2003,281.261301,2197.510811,12.799086111071697,6.16409930794396
EL531,Grevena,3,2004,50.981137,310.225844,16.43355574205481,21.540950877237638
EL531,Kozani,3,2004,292.748417,2345.924916,12.479019042909556,4.084143804767516
EL531,Grevena,3,2005,53.535973,307.564672,17.406411683068722,5.011335859378739
EL531,Kozani,3,2005,286.349457,2454.109678,11.668160537688896,-2.18582223793888
EL531,Grevena,3,2006,54.716695,319.153524,17.1443179803335,2.20547406507397
EL531,Kozani,3,2006,302.187484,2630.667973,11.4871008846999,5.531013456749811
EL531,Grevena,3,2007,58.609712,331.865348,17.66069050390883,7.114861378232002
EL531,Kozani,3,2007,324.422935,2632.342758,12.324494369665215,7.358164112448817
EL531,Grevena,3,2008,66.454434,346.922779,19.15539653854785,13.384679317311788
EL531,Kozani,3,2008,376.901948,2656.457089,14.18814365798325,16.176110668624588
EL531,Grevena,3,2009,61.586273,329.694693,18.67978900103193,-7.325562354499938
EL531,Kozani,3,2009,361.399434,2749.830445,13.142607925413378,-4.113142445207001
EL531,Grevena,3,2010,64.970857,329.504731,19.717731154518688,5.495679207605235
EL531,Kozani,3,2010,319.222456,2790.362076,11.44018042481452,-11.670460446819616
EL531,Grevena,3,2011,56.046611,301.789921,18.571399208524262,-13.735767715054148
EL531,Kozani,3,2011,261.660118,2704.57613,9.674718159995,-18.032045339567212
EL531,Grevena,3,2012,51.800625,285.900476,18.118411597188103,-7.575812211018436
EL531,Kozani,3,2012,232.42152,3032.850654,7.663467361752921,-11.174266152398518
EL531,Grevena,3,2013,52.690097,271.707589,19.39220659751245,1.7171066951412362
EL531,Kozani,3,2013,220.91126,2889.88987,7.64427953789118,-4.952321110368777
EL531,Grevena,3,2014,49.175673,269.50938,18.24636790007086,-6.669989618732336
EL531,Kozani,3,2014,206.055378,2803.317288,7.350412273417977,-6.7248188254414965
EL531,Grevena,3,2015,48.290592,275.962847,17.49894687816436,-1.799835052587906
EL531,Kozani,3,2015,202.955968,2582.166238,7.859910993073718,-1.504163604019099
EL531,Grevena,3,2016,47.226141,268.823818,17.567692234770654,-2.204261649971072
EL531,Kozani,3,2016,200.529288,2288.786091,8.76138179922206,-1.1956682150879172
EL531,Grevena,3,2017,49.059145,266.278088,18.424026313423127,3.8813334335320815
EL531,Kozani,3,2017,205.887663,2274.66775,9.051329056738066,2.672115905582827
EL531,Grevena,3,2018,50.593412,266.955369,18.9520114128141,3.1273822648152545
EL531,Kozani,3,2018,209.049534,2235.766617,9.350239529048302,1.5357263052716232
EL531,Grevena,3,2019,50.618987,274.534746,18.4380985421787,0.0505500597587613
EL531,Kozani,3,2019,203.975918,2069.001331,9.858665383333191,-2.426992255337908
EL531,Grevena,3,2020,39.250335,276.76293,14.181933613724931,-22.459264149241072
EL531,Kozani,3,2020,163.957114,1745.769466,9.391681845350822,-19.619376832514128
EL531,Grevena,3,2021,46.886342,289.73568,16.18245360737069,19.45462885858172
EL531,Kozani,3,2021,195.30252,1878.037247,10.399288955103456,19.11805180957259
EL531,Grevena,3,2022,59.221359,316.970889,18.68353248048593,26.30833729788517
EL531,Kozani,3,2022,243.843922,2163.210425,11.272316330483658,24.854467827655277
EL541,Arta,3,2000,107.972217,511.332772,21.11584136836823,
EL541,Preveza,3,2000,147.591697,510.432093,28.915050410045435,
EL541,Arta,3,2001,109.054534,554.133404,19.680194915663304,1.0024032386035042
EL541,Preveza,3,2001,151.395171,535.505809,28.271433933221815,2.577024370144612
EL541,Arta,3,2002,113.446496,614.711391,18.455245447045893,4.027308025542516
EL541,Preveza,3,2002,142.152049,544.730588,26.095844832565195,-6.105295128600898
EL541,Arta,3,2003,130.403408,663.902569,19.641949600589665,14.947056628351058
EL541,Preveza,3,2003,156.515037,599.773977,26.09566986931813,10.10396128725517
EL541,Arta,3,2004,135.863627,666.23176,20.392847528013377,4.18717507751024
EL541,Preveza,3,2004,153.345446,599.952709,25.55958889753092,-2.0251031854530352
EL541,Arta,3,2005,143.439748,696.896425,20.58264942311908,5.5762687683878776
EL541,Preveza,3,2005,165.517774,590.321739,28.03856999750436,7.937847727150628
EL541,Arta,3,2006,145.595394,750.884463,19.38985305652809,1.5028233317866606
EL541,Preveza,3,2006,158.88399,642.172011,24.741656017144606,-4.007898269584022
EL541,Arta,3,2007,168.870239,763.947302,22.10495914546734,15.985976177240882
EL541,Preveza,3,2007,181.476539,682.468845,26.59118292791813,14.2195252020043
EL541,Arta,3,2008,173.937911,767.219452,22.67120711637014,3.000926646405715
EL541,Preveza,3,2008,206.002275,696.990868,29.55595036576577,13.514549117558383
EL541,Arta,3,2009,164.170756,777.826479,21.10634703656058,-5.615311201478096
EL541,Preveza,3,2009,195.700441,710.526354,27.543023548427037,-5.000835063593343
EL541,Arta,3,2010,166.043992,771.662725,21.517689868977406,1.1410290393010014
EL541,Preveza,3,2010,192.396116,681.818695,28.218075774528295,-1.6884606815985692
EL541,Arta,3,2011,147.483673,708.055992,20.8293799736674,-11.177952768083289
EL541,Preveza,3,2011,179.584546,649.459208,27.651397314548504,-6.658954591370242
EL541,Arta,3,2012,128.179076,647.526794,19.795177155248343,-13.089311248710224
EL541,Preveza,3,2012,154.249319,569.657175,27.077569768168026,-14.10768775170664
EL541,Arta,3,2013,120.702995,632.267165,19.09050503990667,-5.832528391763416
EL541,Preveza,3,2013,162.155202,571.283874,28.38434784875444,5.12539248228382
EL541,Arta,3,2014,122.701537,609.904585,20.118152907474865,1.6557517897546787
EL541,Preveza,3,2014,163.07317,574.182627,28.400923736064204,0.5661045644406782
EL541,Arta,3,2015,117.62177,595.849259,19.740189019854096,-4.139937546177603
EL541,Preveza,3,2015,158.285949,571.13928,27.714071600888666,-2.935627608146709
EL541,Arta,3,2016,116.704885,587.032782,19.880471513429043,-0.7795198116811144
EL541,Preveza,3,2016,156.113625,551.161935,28.324456949299304,-1.372404824132542
EL541,Arta,3,2017,120.164106,581.06957,20.6798139506772,2.964075582611644
EL541,Preveza,3,2017,160.261478,549.927386,29.142298070603815,2.6569449015100366
EL541,Arta,3,2018,124.572351,597.256222,20.85743880287278,3.6685206146334526
EL541,Preveza,3,2018,168.726129,556.75462,30.30529481731108,5.281775199901735
EL541,Arta,3,2019,116.534483,595.073038,19.58322349667605,-6.452369193867106
EL541,Preveza,3,2019,169.921811,551.935207,30.78655045826783,0.7086525407099248
EL541,Arta,3,2020,93.223079,542.644236,17.179410157781536,-20.0038678680198
EL541,Preveza,3,2020,131.549853,500.163931,26.3013473876428,-22.58212631690936
EL541,Arta,3,2021,107.750881,577.501332,18.658118177292792,15.583911361691891
EL541,Preveza,3,2021,158.293516,552.91021,28.629154089956128,20.32967912172429
EL541,Arta,3,2022,135.384013,638.954196,21.18837529317986,25.645388458587178
EL541,Preveza,3,2022,198.244542,622.487067,31.84717442491058,25.23857389079663
EL611,Karditsa,3,2000,159.10974,728.028688,21.85487229041721,
EL611,Trikala,3,2000,261.474684,956.898729,27.325220117415373,
EL611,Karditsa,3,2001,178.57616,799.476647,22.33663242948984,12.23458727290988
EL611,Trikala,3,2001,261.786607,1090.970622,23.99575219725761,0.1192937668871908
EL611,Karditsa,3,2002,194.325564,967.298754,20.089508354726984,8.819432560314898
EL611,Trikala,3,2002,259.143779,1179.347824,21.97348176054293,-1.0095352204171424
EL611,Karditsa,3,2003,229.55868,1040.692062,22.058271450522508,18.1309732362336
EL611,Trikala,3,2003,290.509845,1314.241868,22.104747388857344,12.103731033419866
EL611,Karditsa,3,2004,242.823179,1145.719261,21.193951019734147,5.778260704408999
EL611,Trikala,3,2004,306.809216,1420.432123,21.599709766631342,5.610608824633812
EL611,Karditsa,3,2005,256.676715,1096.223774,23.41462765977196,5.70519505471098
EL611,Trikala,3,2005,317.347289,1407.230893,22.5511883358007,3.4347315694714977
EL611,Karditsa,3,2006,252.082098,1094.681523,23.02789374841764,-1.7900404405596353
EL611,Trikala,3,2006,313.642387,1458.911788,21.498379105563853,-1.1674597919757257
EL611,Karditsa,3,2007,282.091573,1182.651241,23.852473427540247,11.90464346262303
EL611,Trikala,3,2007,339.475495,1587.968204,21.37797810717374,8.23648494933819
EL611,Karditsa,3,2008,297.039791,1229.373617,24.161881050030697,5.299065775353736
EL611,Trikala,3,2008,365.797132,1614.603954,22.655533023673,7.753619152981853
EL611,Karditsa,3,2009,287.020891,1274.563262,22.519156134283747,-3.3729151122382706
EL611,Trikala,3,2009,344.532387,1638.276503,21.03017325641275,-5.813261816388421
EL611,Karditsa,3,2010,260.873046,1154.659952,22.59306261970364,-9.110084255156192
EL611,Trikala,3,2010,310.345793,1498.6297,20.708637564036,-9.922606782392275
EL611,Karditsa,3,2011,231.030949,1024.292123,22.55518165299803,-11.439317881848169
EL611,Trikala,3,2011,261.146517,1334.754793,19.565130492099307,-15.853050729126524
EL611,Karditsa,3,2012,205.978058,976.142,21.101239163974096,-10.843954504121433
EL611,Trikala,3,2012,232.19818,1277.431611,18.176955854273125,-11.085094043203345
EL611,Karditsa,3,2013,198.281287,999.442866,19.83918178270332,-3.7366946143360633
EL611,Trikala,3,2013,230.541928,1260.326634,18.292236455267997,-0.7132924125417326
EL611,Karditsa,3,2014,196.405597,962.468308,20.40644822977382,-0.9459742915628704
EL611,Trikala,3,2014,228.383823,1279.459157,17.850028408526995,-0.936100872722816
EL611,Karditsa,3,2015,195.256189,963.773804,20.25954515360536,-0.5852216115816669
EL611,Trikala,3,2015,229.013153,1268.155931,18.058753454664878,0.2755580459829599
EL611,Karditsa,3,2016,195.364278,949.77431,20.569547517030653,0.0553575282574048
EL611,Trikala,3,2016,225.248004,1236.014072,18.22374106433313,-1.6440754387587422
EL611,Karditsa,3,2017,202.608073,946.654598,21.40253408455953,3.7078400791366666
EL611,Trikala,3,2017,233.918773,1238.857478,18.881814668272924,3.849432113058804
EL611,Karditsa,3,2018,214.085817,965.683896,22.16934732853824,5.664998353742796
EL611,Trikala,3,2018,239.58926,1266.821316,18.912632505782685,2.4241265150617086
EL611,Karditsa,3,2019,211.634586,999.655159,21.170759145754584,-1.1449758953438651
EL611,Trikala,3,2019,240.181446,1306.103447,18.38915949205056,0.2471671726854526
EL611,Karditsa,3,2020,171.951032,920.174679,18.686781534443856,-18.750977687550566
EL611,Trikala,3,2020,193.021118,1187.384128,16.255996138765973,-19.635291895111664
EL611,Karditsa,3,2021,196.335108,1014.996521,19.343426695351205,14.180825620168417
EL611,Trikala,3,2021,215.082044,1292.461957,16.64126691196683,11.429281017841786
EL611,Karditsa,3,2022,239.830231,1099.880582,21.80511547570898,22.15351265653416
EL611,Trikala,3,2022,255.594859,1417.225734,18.034872841223752,18.83598195672718
EL651,Argolida,3,2000,253.929958,961.445604,26.411266216575264,
EL651,Arkadia,3,2000,188.208969,974.478321,19.31381796229821,
EL651,Argolida,3,2001,275.764303,1075.08399,25.650489223637308,8.5985699253335
EL651,Arkadia,3,2001,198.633516,1032.467047,19.2387269479604,5.538815209173156
EL651,Argolida,3,2002,294.573363,1200.109765,24.54553504945441,6.820701517701509
EL651,Arkadia,3,2002,167.869548,1087.480624,15.436555309145442,-15.487803176176964
EL651,Argolida,3,2003,317.175621,1283.332453,24.715000408393788,7.672879098711993
EL651,Arkadia,3,2003,188.046688,1221.687337,15.392374325641388,12.019535550307182
EL651,Argolida,3,2004,338.440234,1314.393179,25.748781978425043,6.704365528774356
EL651,Arkadia,3,2004,210.059485,1308.139246,16.057884177262885,11.706027494618787
EL651,Argolida,3,2005,378.528086,1380.467809,27.420276194212946,11.844883667111516
EL651,Arkadia,3,2005,198.702486,1321.3291,15.038076887885085,-5.4065632884894494
EL651,Argolida,3,2006,389.062589,1525.958856,25.496269933505992,2.7830175328126194
EL651,Arkadia,3,2006,210.923931,1478.124356,14.269701337632243,6.1506251109510615
EL651,Argolida,3,2007,445.296045,1646.863678,27.03903492126201,14.453575745880824
EL651,Arkadia,3,2007,236.638989,1511.472076,15.656193240846878,12.191626563227668
EL651,Argolida,3,2008,445.839093,1741.498141,25.600893994867604,0.1219521273762938
EL651,Arkadia,3,2008,259.514851,1514.765876,17.13234072088379,9.666987716888872
EL651,Argolida,3,2009,403.790829,1718.80931,23.49247392661609,-9.431264476397097
EL651,Arkadia,3,2009,254.341689,1529.830518,16.62548145088056,-1.9933972873097805
EL651,Argolida,3,2010,381.237207,1613.916236,23.621870732577477,-5.585471580881289
EL651,Arkadia,3,2010,239.789725,1446.928426,16.572328021980542,-5.721423042055838
EL651,Argolida,3,2011,311.705571,1433.42477,21.7455130903033,-18.2384181615306
EL651,Arkadia,3,2011,207.725643,1348.676333,15.402186419178452,-13.371749769511606
EL651,Argolida,3,2012,290.149573,1324.786275,21.901613752754194,-6.915499755376539
EL651,Arkadia,3,2012,181.642871,1313.982395,13.82384358353599,-12.556356366652324
EL651,Argolida,3,2013,293.087632,1278.899326,22.917177766969907,1.0126015246625952
EL651,Arkadia,3,2013,183.317175,1331.858042,13.764017576882264,0.9217559658589508
EL651,Argolida,3,2014,293.47979,1262.54679,23.245062466160164,0.1338023025140804
EL651,Arkadia,3,2014,183.07761,1300.825159,14.073959804155356,-0.1306833361358524
EL651,Argolida,3,2015,289.865975,1286.062923,22.539019655728,-1.2313675841188207
EL651,Arkadia,3,2015,179.830547,1315.227875,13.67295739531068,-1.773599185613138
EL651,Argolida,3,2016,285.145689,1259.737329,22.63532900357516,-1.628437418362051
EL651,Arkadia,3,2016,180.848864,1304.66621,13.86169601188644,0.5662647514495944
EL651,Argolida,3,2017,293.530314,1287.495032,22.79855896174052,2.940470546619406
EL651,Arkadia,3,2017,186.720516,1344.077997,13.89208932939626,3.246717657015536
EL651,Argolida,3,2018,303.266598,1294.731908,23.423119189860884,3.316960305503578
EL651,Arkadia,3,2018,191.518191,1315.421584,14.559453283229692,2.569441806812487
EL651,Argolida,3,2019,293.781333,1305.037895,22.511325849277352,-3.1276985538644686
EL651,Arkadia,3,2019,188.198528,1361.33688,13.82453753842326,-1.7333408292270216
EL651,Argolida,3,2020,219.106617,1224.882564,17.887969299234797,-25.418468640415632
EL651,Arkadia,3,2020,152.791223,1250.788014,12.215596990842288,-18.813805493739043
EL651,Argolida,3,2021,251.785606,1290.536656,19.51014756763329,14.914651801684291
EL651,Arkadia,3,2021,176.643348,1376.229705,12.83530993105544,15.6109261590242
EL651,Argolida,3,2022,312.234382,1505.606065,20.73811930347132,24.008034835795968
EL651,Arkadia,3,2022,213.001259,1689.025868,12.61089383149696,20.58266637926269
EL653,Lakonia,3,2000,209.808153,779.36293,26.92046861915796,
EL653,Messinia,3,2000,277.290622,1336.293538,20.750726851153868,
EL653,Lakonia,3,2001,215.112804,850.947505,25.279209673456883,2.528334063357398
EL653,Messinia,3,2001,276.836545,1461.571399,18.94102095795048,-0.1637549069365872
EL653,Lakonia,3,2002,217.928888,909.265292,23.967580190006856,1.3091196561223708
EL653,Messinia,3,2002,320.406738,1510.117256,21.217341681711105,15.738598746057905
EL653,Lakonia,3,2003,247.011093,962.880238,25.65335576032458,13.344814112023546
EL653,Messinia,3,2003,354.70148,1646.574169,21.54178576816967,10.70350212173128
EL653,Lakonia,3,2004,271.975134,1028.440428,26.445395046255417,10.106445300414114
EL653,Messinia,3,2004,368.510624,1728.15653,21.32391468034438,3.893173493383789
EL653,Lakonia,3,2005,277.585016,1003.710316,27.655889510654383,2.062645182849683
EL653,Messinia,3,2005,395.09295,1849.45968,21.36261494492273,7.21344902121464
EL653,Lakonia,3,2006,284.386666,1095.732615,25.954020361071397,2.4502943631510696
EL653,Messinia,3,2006,391.335996,2046.682538,19.12050299615152,-0.9509038316173324
EL653,Lakonia,3,2007,321.254122,1183.394924,27.146822711908133,12.963848312072413
EL653,Messinia,3,2007,457.377412,2180.108227,20.979573689760677,16.87588585640866
